,Year,Brand,Model,Comb_CO2,Prediction
10482,2021,GMC,SIERRA 4WD,560,511.7781807
10483,2021,GMC,SIERRA 4WD,561,511.7781807
10485,2021,GMC,SIERRA 4WD,561,518.1475449
10489,2021,GMC,SIERRA 4WD AT4,430,407.0460683
10490,2021,GMC,SIERRA 4WD AT4,523,514.0567582
10493,2021,GMC,SIERRA 4WD AT4,551,518.1475449
10495,2021,GMC,SIERRA 4WD AT4,555,587.9263228
10496,2021,GMC,SIERRA 4WD AT4,522,573.9794547
10497,2021,Honda,RIDGELINE AWD,441,414.4211557
10499,2021,Jeep,Gladiator 4X4,476,421.9853377
10500,2021,Jeep,Gladiator EcoDiesel 4x4,423,400.676704
10501,2021,Jeep,Gladiator Rubicon EcoDiesel 4x4,436,400.676704
10502,2021,NISSAN,FRONTIER 4WD,469,437.8821049
10509,2021,RAM,1500 Classic 4X4,474,428.354702
10514,2021,Ford,TRANSIT T150 WAGON 4WD FFV,565,459.446442
10515,2021,Cadillac,XT5 HEARSE FWD,425,392.0555381
10516,2021,Cadillac,XT5 LIMO FWD,425,392.0555381
10517,2021,Ford,RANGER 2WD INCOMPLETE,486,401.2675844
10522,2021,Ford,TRANSIT CONNECT WAGON LWB FFV,344,327.7863514
10523,2021,Ford,Transit Connect Wagon LWB FWD,344,327.7863514
10525,2021,Mercedes-Benz,GLA 250,314,350.5169688
10527,2021,Mercedes-Benz,Metris (Cargo Van),432,392.0555381
10529,2021,Mercedes-Benz,Metris (Passenger Van),457,409.4891232
10531,2021,RAM,Promaster City,374,354.1166261
10532,2021,Cadillac,XT5 HEARSE AWD,425,392.0555381
10537,2021,Chevrolet,SILVERADO 4WD CAB CHASSIS,592,482.5387475
10541,2021,GMC,SIERRA 2WD CAB CHASSIS,634,536.1851998
10543,2021,GMC,SIERRA 4WD CAB CHASSIS,592,482.5387475
10546,2021,Chrysler,Pacifica,401,410.619082
10547,2021,Chrysler,Voyager,401,410.619082
10548,2021,Honda,ODYSSEY FWD,394,410.6324038
10552,2021,TOYOTA,SIENNA AWD,253,239.073867
10558,2021,Buick,ENCORE FWD,329,307.6858572
10559,2021,Buick,ENCORE GX FWD,302,274.4533015
10561,2021,Buick,ENVISION FWD,341,339.7547829
10563,2021,Cadillac,XT5 FWD,370,374.621953
10565,2021,Cadillac,XT6 FWD,386,378.10867
10569,2021,Chevrolet,BLAZER FWD,404,410.619082
10571,2021,Chevrolet,TRAILBLAZER FWD,302,274.4533015
10572,2021,Chevrolet,TRAILBLAZER FWD,288,270.6512278
10573,2021,Chevrolet,TRAX FWD,325,307.6858572
10574,2021,Chevrolet,TRAX FWD,316,304.1991402
10578,2021,Ford,ESCAPE FWD HEV,220,228.2184195
10580,2021,GMC,TERRAIN FWD,329,320.411264
10581,2021,Honda,CR-V FWD,294,284.4736558
10586,2021,HYUNDAI MOTOR COMPANY,Santa Fe FWD,365,355.9136196
10589,2021,HYUNDAI MOTOR COMPANY,Tucson FWD,363,337.5891456
10594,2021,Jeep,Compass 4X2,350,337.5891456
10595,2021,Jeep,Renegade 4x2,329,314.0685432
10596,2021,Jeep,Renegade 4x2,357,347.143192
10598,2021,KIA,Sorento FWD,360,355.9136196
10600,2021,KIA,Sorento Hybrid,242,219.7283316
10603,2021,KIA,Telluride FWD,395,406.8036866
10604,2021,LEXUS,NX 300,359,358.0944726
10605,2021,LEXUS,RX 350,391,397.2896055
10609,2021,Lincoln,NAUTILUS FWD,387,350.5169688
10610,2021,MAZDA,CX-30 2WD,319,330.3003549
10612,2021,MAZDA,CX-5 2WD,322,330.3003549
10617,2021,Mitsubishi Motors Corporation,Outlander Sport 2WD,354,337.5891456
10619,2021,NISSAN,ROGUE FWD,292,329.6962852
10620,2021,NISSAN,ROGUE FWD SL/PLATINUM,278,295.8000066
10621,2021,NISSAN,ROGUE FWD SV/SL/PLATINUM,304,333.1830022
10624,2021,TOYOTA,HIGHLANDER HYBRID,245,235.5871499
10630,2021,Volkswagen,Atlas Cross Sport,453,417.8945509
10631,2021,Volkswagen,Tiguan,353,340.0568178
10634,2021,Acura,RDX AWD,385,381.2933522
10637,2021,ALFA ROMEO,Stelvio AWD,463,442.8326648
10641,2021,Audi,Q5 Sportback,349,365.0472376
10645,2021,BMW,X3 M Competition,546,480.8711954
10646,2021,BMW,X3 M40i,379,414.6235721
10647,2021,BMW,X3 xDrive30i,351,364.4638369
10649,2021,BMW,X4 M Competition,546,480.8711954
10652,2021,Buick,ENCORE AWD,338,311.1725742
10654,2021,Buick,ENCORE GX AWD,330,306.588836
10656,2021,Cadillac,XT4 AWD,369,374.621953
10657,2021,Cadillac,XT5 AWD,386,378.10867
10658,2021,Cadillac,XT5 AWD,424,417.5925161
10661,2021,Chevrolet,BLAZER AWD,362,350.2149339
10668,2021,Ford,BRONCO 4WD,424,380.3472823
10669,2021,Ford,BRONCO 4WD,426,370.7932359
10673,2021,Ford,BRONCO BADLANDS 4WD,509,432.3991573
10678,2021,Ford,BRONCO SPORT 4WD,342,316.7203087
10680,2021,Ford,ECOSPORT AWD,355,324.9037041
10681,2021,Ford,EDGE AWD,380,350.5169688
10682,2021,Ford,EDGE AWD,383,350.5169688
10683,2021,Ford,EDGE AWD,423,394.6493399
10686,2021,Ford,ESCAPE AWD HEV,224,228.2184195
10687,2021,GMC,TERRAIN AWD,342,323.897981
10689,2021,Honda,CR-V AWD,234,205.0858631
10690,2021,Honda,PASSPORT AWD,427,414.4211557
10692,2021,HYUNDAI MOTOR COMPANY,Kona AWD,324,317.2132601
10695,2021,HYUNDAI MOTOR COMPANY,Santa Fe AWD,378,354.1033043
10698,2021,HYUNDAI MOTOR COMPANY,Tucson AWD,385,335.3638552
10699,2021,HYUNDAI MOTOR COMPANY,Tucson AWD,387,348.0492967
10701,2021,Jaguar,E-PACE,398,378.10867
10703,2021,Jaguar,F-PACE,365,371.4372709
10705,2021,Jaguar,F-PACE P400 MHEV,406,418.0749566
10707,2021,Jeep,Cherokee 4X4,369,350.2149339
10708,2021,Jeep,Cherokee 4X4,370,354.1166261
10713,2021,Jeep,Compass 4X4,358,347.143192
10715,2021,Jeep,Renegade 4x4,371,354.1166261
10717,2021,Jeep,Wrangler 2dr 4X4,388,350.5169688
10720,2021,Jeep,Wrangler 2dr 4X4,446,411.5251867
10721,2021,Jeep,Wrangler 4dr 4X4,404,357.4904028
10722,2021,Jeep,Wrangler 4dr 4X4,451,417.8945509
10729,2021,KIA,Seltos AWD,314,317.3262003
10730,2021,KIA,Sorento AWD,375,362.8870537
10734,2021,KIA,Telluride AWD,428,420.7505547
10739,2021,Land Rover,Range Rover Velar P340 MHEV,399,418.0749566
10740,2021,Land Rover,Range Rover Velar P400 MHEV,426,425.0483907
10741,2021,LEXUS,NX 300 AWD,361,365.0679066
10749,2021,Lincoln,NAUTILUS AWD,404,357.4904028
10754,2021,MAZDA,CX-5 4WD,337,337.273789
10755,2021,MAZDA,CX-5 4WD,370,356.5176894
10757,2021,Mercedes-Benz,AMG GLC 43 4MATIC,438,442.2152733
10760,2021,Mercedes-Benz,AMG GLC 63 4MATIC+ (coupe),512,509.8085936
10761,2021,Mercedes-Benz,AMG GLC 63 S 4MATIC+ (coupe),512,509.8085936
10762,2021,Mercedes-Benz,GLA 250 4MATIC,327,354.0036858
10764,2021,Mercedes-Benz,GLC 300 4MATIC,379,378.10867
10774,2021,Porsche,Macan,426,385.6861738
10775,2021,Porsche,Macan GTS,459,439.6479827
10776,2021,Porsche,Macan S,441,435.845909
10779,2021,Subaru,CROSSTREK AWD,355,324.9037041
10780,2021,Subaru,CROSSTREK AWD,302,333.1830022
10781,2021,Subaru,FORESTER AWD,309,329.9983201
10782,2021,Subaru,OUTBACK AWD,343,349.2555422
10783,2021,Subaru,OUTBACK AWD,308,333.1830022
10786,2021,TOYOTA,RAV4 AWD,301,333.1830022
10788,2021,TOYOTA,RAV4 AWD TRD OFFROAD,323,336.6697192
10790,2021,TOYOTA,VENZA AWD,227,241.3488737
10799,2021,BMW,X6 sDrive40i,383,396.698087
10808,2021,Chevrolet,SUBURBAN 2WD,525,573.9794547
10811,2021,Chevrolet,TAHOE 2WD,492,503.5966071
10813,2021,Chevrolet,TAHOE 2WD,525,573.9794547
10816,2021,Dodge,Durango RWD,525,537.8064205
10817,2021,Ford,EXPEDITION 2WD,456,440.3364553
10818,2021,Ford,EXPEDITION MAX 2WD,456,440.3364553
10822,2021,Ford,EXPLORER RWD,431,410.5327853
10824,2021,GMC,ACADIA FWD,382,360.7747035
10825,2021,GMC,ACADIA FWD,402,410.619082
10826,2021,GMC,YUKON 2WD,437,410.5327853
10829,2021,GMC,YUKON 2WD,544,587.9263228
10830,2021,GMC,YUKON 2WD,525,573.9794547
10836,2021,HYUNDAI MOTOR COMPANY,Palisade FWD,407,413.7771207
10838,2021,Jeep,Grand Cherokee 4X2,414,414.4078339
10839,2021,Jeep,Grand Cherokee L 4X2,416,414.4078339
10840,2021,Lincoln,AVIATOR RWD,431,410.5327853
10846,2021,"Volvo Cars of North America, LLC",XC90 FWD,361,364.4638369
10849,2021,Audi,Q7,453,420.3803156
10851,2021,Audi,RS Q8,579,515.867372
10852,2021,Audi,SQ7,522,506.6239115
10854,2021,Bentley,Bentayga,497,496.1637604
10855,2021,Bentley,Bentayga,616,631.350401
10860,2021,BMW,X5 xDrive40i,389,396.698087
10862,2021,BMW,X6 M Competition,586,547.2030891
10863,2021,BMW,X6 M50i,488,508.8492019
10868,2021,Cadillac,ESCALADE 4WD,444,417.5062193
10870,2021,Cadillac,ESCALADE 4WD,558,587.9263228
10872,2021,Chevrolet,SUBURBAN 4WD,555,524.5169092
10875,2021,Chevrolet,SUBURBAN 4WD,558,587.9263228
10876,2021,Chevrolet,TAHOE 4WD,444,417.5062193
10877,2021,Chevrolet,TAHOE 4WD,523,514.0567582
10880,2021,Chevrolet,TAHOE 4WD,558,587.9263228
10884,2021,Dodge,Durango SRT AWD,659,647.9384954
10887,2021,Ford,EXPEDITION MAX 4WD,494,447.3098893
10889,2021,Ford,EXPLORER AWD,386,366.4004142
10891,2021,Ford,EXPLORER FFV AWD,471,425.2099851
10894,2021,GENESIS,GV80 AWD,401,397.7542238
10896,2021,GMC,ACADIA AWD,362,350.2149339
10899,2021,GMC,YUKON 4WD,523,514.0567582
10900,2021,GMC,YUKON 4WD,496,503.5966071
10901,2021,GMC,YUKON 4WD,570,587.9263228
10902,2021,GMC,YUKON 4WD,558,587.9263228
10903,2021,GMC,YUKON XL 4WD,444,417.5062193
10904,2021,GMC,YUKON XL 4WD,555,524.5169092
10908,2021,HYUNDAI MOTOR COMPANY,Palisade AWD,426,420.7505547
10910,2021,INFINITI,QX80 4WD,594,573.2909821
10912,2021,Jeep,Grand Cherokee 4X4,533,537.8064205
10914,2021,Jeep,Grand Cherokee L 4X4,533,537.8064205
10915,2021,Jeep,Grand Cherokee SRT 4x4,592,601.8465473
10919,2021,Land Rover,Defender 110 MHEV,462,442.4819757
10921,2021,Land Rover,Defender 90 MHEV,462,442.4819757
10923,2021,Land Rover,Discovery MHEV,435,425.0483907
10925,2021,Land Rover,Range Rover,491,536.6611136
10926,2021,Land Rover,Range Rover LWB,491,536.6611136
10927,2021,Land Rover,Range Rover LWB SVA,587,575.0150008
10929,2021,Land Rover,Range Rover Sport,412,400.676704
10932,2021,Land Rover,Range Rover Sport SVR,540,561.0681327
10934,2021,LEXUS,GX 460,542,524.4458282
10940,2021,MASERATI,LEVANTE,495,456.4641763
10941,2021,MASERATI,LEVANTE GTS,562,514.2280588
10942,2021,MASERATI,LEVANTE S,495,456.4641763
10943,2021,MASERATI,LEVANTE TROFEO,562,514.2280588
10946,2021,Mercedes-Benz,AMG GLE 53 4MATIC+ (coupe),440,423.1471149
10954,2021,Mercedes-Benz,GLS 580 4MATIC,491,480.2802842
10958,2021,Porsche,Cayenne,432,439.0305912
10959,2021,Porsche,Cayenne Coup������,437,439.0305912
10962,2021,Porsche,Cayenne S,448,435.8592308
10963,2021,Porsche,Cayenne S Coup������,460,442.8326648
10965,2021,Porsche,Cayenne Turbo Coup������,535,506.6239115
10970,2021,TOYOTA,HIGHLANDER HYBRID AWD,254,239.073867
10972,2021,TOYOTA,LAND CRUISER WAGON 4WD,618,555.2400056
10974,2021,Volkswagen,Atlas 4Motion,485,435.328136
10975,2021,"Volvo Cars of North America, LLC",XC90 AWD,394,399.4649207
10976,2021,"Volvo Cars of North America, LLC",XC90 AWD,380,374.9239879
10978,2022,Acura,NSX,420,369.6597202
10985,2022,BMW,Z4 M40i,358,390.216553
10988,2022,Bugatti,Chiron Pur Sport,979,805.1929637
10990,2022,Chevrolet,CORVETTE,478,532.7429203
10991,2022,"Ferrari North America, Inc.",812 Competizione,652,610.8317523
10995,2022,Ford,FORD GT,632,500.5167492
10996,2022,Jaguar,F-TYPE P450 AWD R-Dynamic Conv,481,519.2275285
11006,2022,Lamborghini,Huracan Coupe RWD,596,547.6712189
11009,2022,MASERATI,MC20,474,439.0305912
11010,2022,MAZDA,MX-5,299,317.9302701
11011,2022,MAZDA,MX-5,305,321.4169871
11012,2022,McLaren,720S Coupe,505,475.5454932
11018,2022,Porsche,718 Boxster GTS 4.0,418,434.3687444
11019,2022,Porsche,718 Boxster GTS 4.0,458,448.6176473
11026,2022,Porsche,718 Cayman GT4,436,441.3421784
11027,2022,Porsche,718 Cayman GT4,460,448.6176473
11029,2022,Porsche,718 Cayman GTS 4.0,458,448.6176473
11033,2022,Porsche,718 Cayman T,394,361.5811896
11037,2022,Porsche,911 GT3,571,476.5113834
11038,2022,Porsche,911 GT3 Touring,539,479.6960656
11041,2022,TOYOTA,Supra 3.0,351,390.216553
11042,2022,Aston Martin Lagonda Ltd,DB11 V12,522,543.2186117
11043,2022,Aston Martin Lagonda Ltd,DB11 V8,431,461.2965903
11047,2022,"Ferrari North America, Inc.",Portofino M,471,468.5853809
11051,2022,Mini,COOPER CONVERTIBLE,273,303.0754755
11054,2022,Mini,COOPER S CONVERTIBLE,335,340.6608875
11056,2022,Porsche,911 Carrera,443,421.5970061
11057,2022,Porsche,911 Carrera 4,442,421.5970061
11061,2022,Porsche,911 Carrera 4 GTS Cabriolet,463,432.0571572
11062,2022,Porsche,911 Carrera 4 GTS Cabriolet,477,428.872475
11063,2022,Porsche,911 Carrera 4S,443,421.5970061
11066,2022,Porsche,911 Carrera 4S Cabriolet,452,418.412324
11067,2022,Porsche,911 Carrera Cabriolet,443,421.5970061
11069,2022,Porsche,911 Carrera GTS,444,418.412324
11072,2022,Porsche,911 Carrera S,441,421.5970061
11074,2022,Porsche,911 Carrera S Cabriolet,439,421.5970061
11076,2022,Porsche,911 Targa 4,442,421.5970061
11077,2022,Porsche,911 Targa 4 GTS,461,432.0571572
11080,2022,Porsche,911 Targa 4S,447,418.412324
11083,2022,Porsche,911 Turbo S,517,471.6902649
11084,2022,Porsche,911 Turbo S Cabriolet,528,471.6902649
11085,2022,Subaru,BRZ,362,348.0492967
11086,2022,Subaru,BRZ,398,365.4828817
11093,2022,Audi,RS 5 Coupe,430,411.4522117
11096,2022,Audi,S5 Cabriolet,375,400.676704
11099,2022,Audi,TT RS Coupe,377,377.6422298
11103,2022,BMW,230i Coupe,300,336.5701007
11104,2022,BMW,430i Convertible,312,340.0568178
11105,2022,BMW,430i Coupe,312,340.0568178
11110,2022,BMW,840i xDrive Convertible,388,400.676704
11112,2022,BMW,M240i xDrive Coupe,335,386.729836
11113,2022,BMW,M4 Competition Coupe,470,432.0571572
11115,2022,BMW,M4 Coupe,472,425.6877929
11116,2022,BMW,M440i Convertible,340,368.8043509
11119,2022,BMW,M440i xDrive Coupe,337,368.8043509
11120,2022,BMW,M4CompetitionMxDriveConvertible,484,439.0305912
11123,2022,BMW,M850i xDrive Convertible,454,484.4421828
11126,2022,Chevrolet,CAMARO,385,361.5811896
11127,2022,Chevrolet,CAMARO,404,396.3701791
11128,2022,Chevrolet,CAMARO,452,394.0916016
11129,2022,Chevrolet,CAMARO,452,528.6521335
11130,2022,Chevrolet,CAMARO,571,584.5735194
11131,2022,Chevrolet,CAMARO,477,526.373556
11132,2022,Chevrolet,CAMARO,562,571.8347909
11133,2022,Chevrolet,SPARK,266,251.598244
11141,2022,Ford,MUSTANG,479,466.1887899
11143,2022,Ford,MUSTANG CONVERTIBLE,386,352.4535462
11146,2022,Ford,MUSTANG CONVERTIBLE,497,473.1622239
11149,2022,Ford,MUSTANG HO COUPE,386,352.4535462
11153,2022,Ford,SHELBY GT500 MUSTANG,631,571.1996053
11155,2022,INFINITI,Q60 AWD,403,404.4654559
11156,2022,INFINITI,Q60 AWD RED SPORT,423,411.4388899
11157,2022,INFINITI,Q60 RED SPORT,405,404.4654559
11163,2022,LEXUS,RC 350 AWD,407,408.3538263
11165,2022,Mercedes-Benz,A 220,313,336.8721356
11169,2022,Mercedes-Benz,AMG C 43 4MATIC (coupe),406,410.8348202
11170,2022,Mercedes-Benz,AMG E 53 4MATIC+ (Convertible),397,391.7666618
11173,2022,Mercedes-Benz,C 300 (Coupe),350,353.7016509
11174,2022,Mercedes-Benz,C 300 4MATIC (convertible),361,360.675085
11175,2022,Mercedes-Benz,C 300 4MATIC (Coupe),350,353.7016509
11178,2022,Mercedes-Benz,E 450 4MATIC (convertible),362,381.3065108
11180,2022,Mini,COOPER HARDTOP 2 DOOR,273,303.0754755
11181,2022,Mini,COOPER HARDTOP 2 DOOR,284,303.3775103
11182,2022,Mini,COOPER HARDTOP 4 DOOR,273,303.0754755
11184,2022,Mini,COOPER S HARDTOP 2 DOOR,280,326.4119846
11188,2022,Mini,JOHN COOPER WORKS HARDTOP 2 DOOR,308,336.5701007
11189,2022,Mini,JOHN COOPER WORKS HARDTOP 2 DOOR,348,344.1476045
11190,2022,Acura,ILX,316,343.9585099
11191,2022,Acura,TLX AWD,369,363.8597671
11192,2022,Acura,TLX AWD A-SPEC,371,363.8597671
11193,2022,Acura,TLX FWD,352,356.8863331
11194,2022,Acura,TLX FWD A-SPEC,357,356.8863331
11195,2022,Acura,TLX Type-S,420,420.9929364
11197,2022,Audi,A4 quattro,307,337.1535015
11198,2022,Audi,A4 S line quattro,332,344.1269355
11199,2022,Audi,S4,363,397.189987
11201,2022,BMW,228i xDrive Gran Coupe,329,343.5435348
11209,2022,BMW,M340i Sedan,333,368.8043509
11210,2022,BMW,M340i xDrive Sedan,337,368.8043509
11211,2022,BMW,M440i xDrive Gran Coupe,360,372.2910679
11217,2022,Cadillac,CT4 V,478,457.4546837
11219,2022,Cadillac,CT4 V AWD,386,389.5460068
11220,2022,GENESIS,G70 AWD,385,360.9771198
11223,2022,GENESIS,G70 RWD,433,424.1376532
11233,2022,LEXUS,IS 500,451,484.2264447
11234,2022,LEXUS,UX 250h,209,217.7825243
11236,2022,MAZDA,MAZDA3 4-Door 2WD,287,293.523251
11238,2022,MAZDA,MAZDA3 4-Door 4WD,320,316.3534869
11240,2022,Mercedes-Benz,AMG CLA 35 4MATIC,366,354.3057207
11241,2022,Mercedes-Benz,AMG CLA 45 4MATIC,392,360.9771198
11243,2022,Mercedes-Benz,AMG GT 53 4MATIC+,415,398.7400958
11248,2022,Mercedes-Benz,CLS 450 4MATIC,357,374.3330767
11250,2022,Mitsubishi Motors Corporation,MIRAGE,242,250.5145446
11252,2022,Mitsubishi Motors Corporation,MIRAGE G4,252,250.5145446
11255,2022,TOYOTA,C-HR,305,300.1946501
11258,2022,TOYOTA,COROLLA,257,299.2885455
11260,2022,TOYOTA,COROLLA APEX,265,299.2885455
11262,2022,TOYOTA,COROLLA HATCHBACK,251,295.8018285
11263,2022,TOYOTA,COROLLA HATCHBACK MANUAL,284,293.523251
11264,2022,TOYOTA,COROLLA HATCHBACK XSE,266,299.2885455
11266,2022,TOYOTA,COROLLA XLE,274,267.7704025
11267,2022,TOYOTA,COROLLA XSE,265,299.2885455
11269,2022,Volkswagen,GLI,299,305.7937173
11270,2022,Volkswagen,Jetta,256,282.3594117
11271,2022,Volkswagen,Jetta,259,279.4767644
11274,2022,"Volvo Cars of North America, LLC",S60 B5 AWD,316,340.0568178
11276,2022,ALFA ROMEO,Giulia,436,418.4256457
11279,2022,Audi,A5 Sportback S line quattro,332,344.1269355
11280,2022,Audi,A6 quattro,335,347.6136525
11282,2022,Audi,A7 quattro,361,375.2336174
11283,2022,Audi,RS 5 Sportback,431,411.4522117
11285,2022,Audi,S5 Sportback,363,397.189987
11290,2022,BMW,530i Sedan,313,340.0568178
11292,2022,BMW,540i Sedan,322,365.3176339
11294,2022,BMW,840i Gran Coupe,360,390.216553
11297,2022,BMW,M5 Competition Sedan,523,501.8757679
11298,2022,BMW,M5 CS Sedan,522,501.8757679
11299,2022,BMW,M5 Sedan,523,501.8757679
11301,2022,BMW,M8 Competition Gran Coupe,522,501.8757679
11302,2022,BMW,M850i xDrive Gran Coupe,454,484.4421828
11304,2022,BMW,X2 sDrive28i,330,343.5435348
11305,2022,BMW,X2 xDrive28i,331,343.5435348
11310,2022,Cadillac,CT5 V,423,420.9929364
11313,2022,Cadillac,CT5 V AWD,419,420.9929364
11314,2022,Chevrolet,MALIBU,275,267.0400707
11315,2022,Chevrolet,MALIBU,342,350.2149339
11319,2022,Dodge,Challenger,495,546.0590751
11320,2022,Dodge,Challenger,523,550.1498618
11321,2022,Dodge,Challenger AWD,415,396.9742489
11323,2022,Dodge,Challenger SRT,567,571.8347909
11324,2022,Dodge,Challenger SRT Widebody,572,592.1510232
11326,2022,Dodge,Challenger Widebody,495,546.0590751
11328,2022,Honda,CIVIC 4Dr,243,260.0666367
11329,2022,Honda,CIVIC 4Dr,260,282.6614465
11333,2022,Honda,INSIGHT,170,174.2799159
11335,2022,HYUNDAI MOTOR COMPANY,Elantra,318,296.5949928
11336,2022,HYUNDAI MOTOR COMPANY,Elantra,244,263.6529722
11338,2022,HYUNDAI MOTOR COMPANY,Elantra Hybrid,177,189.5032466
11345,2022,INFINITI,Q50 AWD RED SPORT,411,404.4654559
11346,2022,INFINITI,Q50 RED SPORT,403,404.4654559
11347,2022,Jaguar,XF P250,317,340.0568178
11351,2022,KIA,Forte,348,303.5684269
11356,2022,KIA,Stinger RWD,355,366.3737707
11358,2022,LEXUS,ES 250 AWD,315,322.7228512
11361,2022,LEXUS,ES 350 F SPORT,352,372.8825864
11363,2022,LEXUS,LS 500 AWD,432,433.6783779
11364,2022,LEXUS,LS 500h AWD,358,328.4878259
11365,2022,LEXUS,UX 200,271,302.7752625
11370,2022,MAZDA,MAZDA3 5-Door 2WD,306,312.8667699
11375,2022,Mercedes-Benz,E 350,342,350.2149339
11377,2022,Mercedes-Benz,E 450 4MATIC,348,374.3330767
11378,2022,Mini,COOPER COUNTRYMAN,306,313.5356265
11379,2022,Mini,COOPER COUNTRYMAN ALL4,340,327.1804597
11384,2022,Mini,COOPER S COUNTRYMAN ALL4,341,347.0302518
11387,2022,NISSAN,ALTIMA,278,289.9699251
11390,2022,NISSAN,ALTIMA SR,311,312.1630816
11397,2022,Subaru,IMPREZA 4-Door,280,293.2212161
11398,2022,Subaru,IMPREZA 4-Door,337,304.2854369
11403,2022,TOYOTA,AVALON HYBRID,203,220.9747567
11406,2022,TOYOTA,CAMRY,338,369.3958694
11408,2022,TOYOTA,CAMRY AWD XLE/XSE,315,322.7228512
11409,2022,TOYOTA,CAMRY HYBRID LE,170,214.0013226
11410,2022,TOYOTA,CAMRY HYBRID SE/XLE/XSE,195,217.4880397
11411,2022,TOYOTA,CAMRY LE/SE,280,312.2627001
11415,2022,TOYOTA,PRIUS,170,187.0625502
11417,2022,TOYOTA,PRIUS Eco,158,183.5758332
11419,2022,Volkswagen,Golf-R,382,354.6077556
11420,2022,Volkswagen,GTI,312,312.4651165
11427,2022,BMW,740i xDrive Sedan,388,400.676704
11431,2022,BMW,X1 sDrive28i,324,343.5435348
11432,2022,BMW,X1 xDrive28i,343,347.0302518
11433,2022,Chrysler,300,389,386.5140978
11434,2022,Chrysler,300,466,502.9392503
11435,2022,Chrysler,300 AWD,415,396.9742489
11436,2022,Dodge,Charger,389,386.5140978
11437,2022,Dodge,Charger,466,502.9392503
11441,2022,Dodge,Charger Widebody,495,546.0590751
11451,2022,Honda,ACCORD SPORT/TOURING,278,286.1481636
11452,2022,Honda,ACCORD SPORT/TOURING,207,189.1874853
11453,2022,Honda,ACCORD SPORT/TOURING,345,328.992597
11454,2022,Honda,CIVIC 5Dr,258,260.0666367
11455,2022,Honda,CIVIC 5Dr,267,282.6614465
11456,2022,Honda,CIVIC 5Dr,282,286.4501984
11457,2022,Honda,CIVIC 5Dr,269,270.6264062
11459,2022,Honda,CIVIC 5Dr,304,297.009968
11460,2022,HYUNDAI MOTOR COMPANY,Ioniq,162,185.9882943
11463,2022,HYUNDAI MOTOR COMPANY,Sonata,335,334.9933175
11466,2022,HYUNDAI MOTOR COMPANY,Sonata Hybrid,189,199.2230046
11467,2022,HYUNDAI MOTOR COMPANY,Sonata Hybrid Blue,172,195.7362876
11469,2022,KIA,K5,277,292.5042061
11471,2022,KIA,K5 AWD,316,302.9643571
11477,2022,Mercedes-Benz,S 500 4MATIC,372,381.3065108
11478,2022,Mercedes-Benz,S 580 4MATIC,459,455.8732651
11484,2022,Porsche,Panamera 4S,445,418.4256457
11486,2022,Porsche,Panamera 4S ST,469,428.8857968
11489,2022,Porsche,Panamera Turbo S / Exec / ST,525,489.1903264
11490,2022,Rolls-Royce Motor Cars Limited,Ghost,624,629.1429046
11493,2022,Rolls-Royce Motor Cars Limited,Phantom,615,629.1429046
11495,2022,Subaru,LEGACY,330,331.8219572
11497,2022,Volkswagen,Arteon,318,336.8721356
11499,2022,Audi,A4 allroad quattro,335,347.6136525
11500,2022,Honda,HR-V AWD,311,274.7438365
11502,2022,Honda,HR-V FWD,292,274.7438365
11504,2022,KIA,Niro,183,189.4750113
11505,2022,KIA,Niro FE,179,189.4750113
11506,2022,KIA,Niro Touring,208,196.4484453
11507,2022,KIA,Soul,309,296.292958
11508,2022,KIA,Soul,301,281.0865573
11514,2022,Subaru,IMPREZA 5-Door,284,296.7079331
11519,2022,Audi,A6 Allroad quattro,377,378.7203344
11520,2022,Audi,RS 6 Avant,514,470.5400508
11521,2022,Mercedes-Benz,AMG GLB 35 4MATIC,396,367.9505539
11530,2022,Chevrolet,COLORADO 2WD,424,396.9742489
11536,2022,TOYOTA,TACOMA 2WD,423,354.0766608
11537,2022,TOYOTA,TACOMA 2WD,431,387.4335242
11538,2022,Chevrolet,COLORADO 4WD,431,347.73394
11542,2022,Chevrolet,COLORADO ZR2 4WD,529,421.381268
11543,2022,Ford,MAVERICK AWD,356,326.1099497
11544,2022,GMC,CANYON 4WD,431,347.73394
11548,2022,TOYOTA,TACOMA 4WD,448,390.9202412
